HC,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE
HC 129430 AgR,2016-03-17,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO. IMPEDIDO O MINISTRO LUIZ FUX. AUSENTES, NESTE JULGAMENTO, OS MINISTROS GILMAR MENDES E DIAS TOFFOLI. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 17.03.2016.",0,0,0,1,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,0,0,0
HC 127900,2016-03-03,Sim,Múltiplas decisões |,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, INDEFERIU A ORDEM E, POR MAIORIA, VENCIDO O MINISTRO MARCO AURÉLIO, MODULOU A DECISÃO, TUDO NOS TERMOS DO VOTO DO RELATOR. FALOU, PELOS PACIENTES, O DR. GUSTAVO DE ALMEIDA RIBEIRO, DEFENSOR PÚBLICO FEDERAL. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 03.03.2016.",0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
HC 129335 AgR,2016-03-03,Sim,,9,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 03.03.2016.",0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
HC 131202 AgR,2016-03-03,Não,,7,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO. IMPEDIDA A MINISTRA ROSA WEBER. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CÁRMEN LÚCIA E LUIZ FUX. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 03.03.2016.",0,0,0,1,1,1,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,0
HC 123971,2016-02-25,Não,Conferir voto do Relator: TEORI ZAVASCKIConferir voto do Relator: TEORI ZAVASCKI,6,3,Principal," O TRIBUNAL, POR MAIORIA, DENEGOU A ORDEM, VENCIDOS OS MINISTROS TEORI ZAVASCKI (RELATOR), MARCO AURÉLIO E RICARDO LEWANDOWSKI (PRESIDENTE). REDATOR PARA O ACÓRDÃO O MINISTRO ROBERTO BARROSO. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E CÁRMEN LÚCIA. FALOU, PELO PACIENTE, O DR. JOÃO MARCOS BRAGA. PLENÁRIO, 25.02.2016.",0,0,0,1,1,1,1,0,1,-1,1,-1,0,-1,0,0,0,0,0,0,0
HC 105959,2016-02-17,Não,Conferir voto do Relator: MARCO AURÉLIOConferir voto do Relator: MARCO AURÉLIOConferir voto do Relator: MARCO AURÉLIO,6,5,Principal,"O TRIBUNAL, POR MAIORIA, NÃO CONHECEU DO HABEAS CORPUS, VENCIDOS OS MINISTROS MARCO AURÉLIO (RELATOR), DIAS TOFFOLI, GILMAR MENDES, CELSO DE MELLO E RICARDO LEWANDOWSKI (PRESIDENTE). REDIGIRÁ O ACÓRDÃO O MINISTRO EDSON FACHIN. FALARAM, PELO PACIENTE PAULO ROBERTO DE CARVALHO MOREIRA DA SILVA, O DR. NÉLIO ROBERTO SEIDL MACHADO, E, PELO MINISTÉRIO PÚBLICO FEDERAL, O DR. RODRIGO JANOT MONTEIRO DE BARROS. PLENÁRIO, 17.02.2016.",0,0,0,-1,1,1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0
HC 126292,2016-02-17,Não,,7,4,Principal," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, DENEGOU A ORDEM, COM A CONSEQÜENTE REVOGAÇÃO DA LIMINAR, VENCIDOS OS MINISTROS ROSA WEBER, MARCO AURÉLIO, CELSO DE MELLO E RICARDO LEWANDOWSKI (PRESIDENTE). FALOU, PELO MINISTÉRIO PÚBLICO FEDERAL, O DR. RODRIGO JANOT MONTEIRO DE BARROS, PROCURADOR-GERAL DA REPÚBLICA. PLENÁRIO, 17.02.2016.",0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0
HC 129802 AgR,2015-12-18,Não,,8,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 18.12.2015.",0,0,0,1,1,1,0,1,1,1,1,-1,0,1,0,0,0,0,0,0,0
HC 116655,2015-12-02,Sim,,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADO O HABEAS CORPUS. AUSENTES, JUSTIFICADAMENTE, O MINISTRO ROBERTO BARROSO, REPRESENTANDO O SUPREMO TRIBUNAL FEDERAL NO EVENTO “O PODER DAS CORTES CONSTITUCIONAIS NO MUNDO GLOBALIZADO”, NA UNIVERSIDADE DE NOVA YORK, E, NESTE JULGAMENTO, OS MINISTROS CELSO DE MELLO, GILMAR MENDES E DIAS TOFFOLI. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 02.12.2015.",0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
HC 125132 AgR,2015-10-07,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO, GILMAR MENDES E, NESTE JULGAMENTO, O MINISTRO DIAS TOFFOLI. PLENÁRIO, 07.10.2015.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 124280 ED,2015-10-07,Não,Múltiplas decisões |,9,2,ED,"O TRIBUNAL, POR MAIORIA, VENCIDO O MINISTRO MARCO AURÉLIO, RECEBEU OS EMBARGOS DE DECLARAÇÃO COMO AGRAVO REGIMENTAL E A ESTE, POR UNANIMIDADE, NEGOU PROVIMENTO, TUDO NOS TERMOS DO VOTO DO RELATOR, MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE). AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO, GILMAR MENDES E, NESTE JULGAMENTO, O MINISTRO DIAS TOFFOLI. PLENÁRIO, 07.10.2015.",0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,0,0,0,0,0,0,0
HC 127483,2015-08-27,Sim,,10,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, DENEGOU A ORDEM. IMPEDIDO O MINISTRO TEORI ZAVASCKI. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 27.08.2015.",0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 123734,2015-08-03,Não,,8,3,Principal," RETIFICADA A PROCLAMAÇÃO DA ASSENTADA ANTERIOR PARA CONSTAR QUE O JULGAMENTO FOI SUSPENSO PELO PEDIDO DE VISTA DO MINISTRO TEORI ZAVASCKI. EM SEGUIDA, O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO ORA REAJUSTADO DO MINISTRO ROBERTO BARROSO (RELATOR), DENEGOU A ORDEM, VENCIDOS OS MINISTROS EDSON FACHIN E ROSA WEBER, QUE NÃO CONHECIAM DO HABEAS CORPUS, E O MINISTRO CELSO DE MELLO, QUE CONCEDIA A ORDEM. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 03.08.2015.",0,0,0,1,1,-1,1,1,1,1,-1,1,-1,1,0,0,0,0,0,0,0
HC 123533,2015-08-03,Não,,9,2,Principal," RETIFICADA A PROCLAMAÇÃO DA ASSENTADA ANTERIOR PARA CONSTAR QUE O JULGAMENTO FOI SUSPENSO PELO PEDIDO DE VISTA DO MINISTRO TEORI ZAVASCKI. EM SEGUIDA, O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO ORA REAJUSTADO DO MINISTRO ROBERTO BARROSO (RELATOR), DENEGOU A ORDEM, MAS CONCEDEU HABEAS CORPUS DE OFÍCIO PARA FIXAR O REGIME ABERTO PARA O CUMPRIMENTO DA PENA, VENCIDOS, PARCIALMENTE, OS MINISTROS CELSO DE MELLO E ROSA WEBER, QUE NÃO CONHECIAM DO HABEAS CORPUS, MAS CONCEDIAM A ORDEM DE OFÍCIO, E INTEGRALMENTE VENCIDOS O MINISTRO EDSON FACHIN, QUE NÃO CONHECIA DO HABEAS CORPUS, E O MINISTRO MARCO AURÉLIO, QUE DENEGAVA A ORDEM. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 03.08.2015.",0,0,0,1,1,-1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 123108,2015-08-03,Não,,9,2,Principal," RETIFICADA A PROCLAMAÇÃO DA ASSENTADA ANTERIOR PARA CONSTAR QUE O JULGAMENTO FOI SUSPENSO PELO PEDIDO DE VISTA DO MINISTRO TEORI ZAVASCKI. EM SEGUIDA, O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO ORA REAJUSTADO DO MINISTRO ROBERTO BARROSO (RELATOR), DENEGOU A ORDEM, MAS CONCEDEU HABEAS CORPUS DE OFÍCIO PARA FIXAR O REGIME ABERTO PARA O CUMPRIMENTO DA PENA, VENCIDOS, PARCIALMENTE, A MINISTRA ROSA WEBER E O MINISTRO CELSO DE MELLO, QUE CONCEDIAM A ORDEM, E INTEGRALMENTE VENCIDOS O MINISTRO EDSON FACHIN, QUE NÃO CONHECIA DO HABEAS CORPUS, E O MINISTRO MARCO AURÉLIO, QUE DENEGAVA A ORDEM. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 03.08.2015.",0,0,0,1,1,-1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 94620,2015-06-24,Não,,8,2,Principal," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO ORA REAJUSTADO DO RELATOR, MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), CONCEDEU, EM PARTE, A ORDEM DE HABEAS CORPUS PARA DETERMINAR AO JUÍZO DA VARA DE EXECUÇÕES PENAIS QUE PROCEDA AO NOVO CÁLCULO DA PENA DOS PACIENTES, DEVENDO CONSIDERAR COMO CIRCUNSTÂNCIAS NEGATIVAS, NA PRIMEIRA FASE DA DOSIMETRIA, TÃO SOMENTE A CULPABILIDADE E AS CONSEQÜÊNCIAS DO CRIME, VENCIDOS OS MINISTROS LUIZ FUX E CÁRMEN LÚCIA, QUE DENEGAVAM A ORDEM. O TRIBUNAL SE PRONUNCIOU NO SENTIDO DA POSSIBILIDADE DE REVER A TESE FIRMADA NO RE 591.054, E, NESSE SENTIDO, O MINISTÉRIO PÚBLICO FEDERAL ENVIDARÁ ESFORÇOS PARA IDENTIFICAR UM CASO PARA SUBMETER AO PLENÁRIO OPORTUNAMENTE. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. PLENÁRIO, 24.06.2015.",0,0,0,1,1,1,1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0
HC 123228,2015-06-24,Sim,,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DA RELATORA, DENEGOU A ORDEM. FALOU, PELOS PACIENTES, O DR. GUSTAVO DE ALMEIDA RIBEIRO, DEFENSOR PÚBLICO FEDERAL. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO E, NESTE JULGAMENTO, O MINISTRO DIAS TOFFOLI. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 24.06.2015.",0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
HC 125768,2015-06-24,Sim,| Múltiplas decisões: UNANIMIDADE,11,0,Principal,"O TRIBUNAL, POR UNANIMIDADE, CONCEDEU A ORDEM DE HABEAS CORPUS PARA DETERMINAR AO SUPERIOR TRIBUNAL MILITAR QUE DÊ REGULAR PROCESSAMENTO AOS EMBARGOS INFRINGENTES INTERPOSTOS PELO PACIENTE NOS AUTOS 14-05.2012.7.02.0102-DF. E, TAMBÉM POR UNANIMIDADE, O TRIBUNAL DECLAROU INCIDENTALMENTE A INCONSTITUCIONALIDADE DO ART. 119, § 1º, DO REGIMENTO INTERNO DO SUPERIOR TRIBUNAL MILITAR, NA REDAÇÃO DADA PELA EMENDA REGIMENTAL Nº 24, DE 28 DE MAIO DE 2014, PUBLICADA NO DIÁRIO DA JUSTIÇA ELETRÔNICO DE 10 DE JUNHO DE 2014, PARA AFASTAR A EXIGÊNCIA DE NO MÍNIMO QUATRO VOTOS MINORITÁRIOS DIVERGENTES PARA O CABIMENTO DOS EMBARGOS INFRINGENTES E DE NULIDADE INTERPOSTOS CONTRA DECISÃO NÃO UNÂNIME DAQUELA CORTE EM RECURSO EM SENTIDO ESTRITO E EM APELAÇÃO. TUDO NOS TERMOS DO VOTO DO RELATOR. FALOU, PELO PACIENTE, O DR. HAMAN TABOSA DE MORAES E CÓRDOVA, DEFENSOR PÚBLICO-GERAL FEDERAL. AUSENTE, NESTE JULGAMENTO, O MINISTRO CELSO DE MELLO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 24.06.2015.",0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
HC 94680,2015-06-24,Não,,8,2,Principal," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO ORA REAJUSTADO DO RELATOR, MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), CONCEDEU A ORDEM DE HABEAS CORPUS PARA QUE O JUÍZO DA EXECUÇÃO APRESENTE FUNDAMENTAÇÃO JURÍDICA ADEQUADA, EXIMINDO-SE DE VALORAR, SOB QUALQUER PRETEXTO, REGISTROS CRIMINAIS SEM TRÂNSITO EM JULGADO, VENCIDOS OS MINISTROS LUIZ FUX E CÁRMEN LÚCIA, QUE DENEGAVAM A ORDEM. O TRIBUNAL SE PRONUNCIOU NO SENTIDO DA POSSIBILIDADE DE REVER A TESE FIRMADA NO RE 591.054, E, NESSE SENTIDO, O MINISTÉRIO PÚBLICO FEDERAL ENVIDARÁ ESFORÇOS PARA IDENTIFICAR UM CASO PARA SUBMETER AO PLENÁRIO OPORTUNAMENTE. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. PLENÁRIO, 24.06.2015.",0,0,0,1,1,1,1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0
HC 127286 AgR,2015-04-09,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO; PARTICIPANDO DO 3º SEMINÁRIO LUSO-BRASILEIRO, EM PORTUGAL, O MINISTRO GILMAR MENDES, E, NESTE JULGAMENTO, O MINISTRO ROBERTO BARROSO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 09.04.2015.",0,0,0,1,1,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 120017 EDv-AgR,2015-03-26,Sim,,10,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. AUSENTES, JUSTIFICADAMENTE, O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), EM VIAGEM OFICIAL À REPÚBLICA POPULAR DA CHINA, PARA PARTICIPAR DO FÓRUM DE JUSTIÇA DO BRICS (BLOCO DE PAÍSES COMPOSTO POR BRASIL, RÚSSIA, ÍNDIA, CHINA E ÁFRICA DO SUL), E DE OUTROS EVENTOS, E, NESTE JULGAMENTO, OS MINISTROS MARCO AURÉLIO E GILMAR MENDES. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 26.03.2015.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
HC 84548,2015-03-04,Não,"| Dissidência por Extensão:  |  EXTENSÃO |Conferir voto do Relator: MARCO AURÉLIO | ATENÇÃO, votação com sucessão de ministros",6,4,Principal," O TRIBUNAL, POR MAIORIA, CONCEDEU EM PARTE A ORDEM APENAS PARA REVOGAR O DECRETO DE PRISÃO PREVENTIVA, VENCIDOS PARCIALMENTE OS MINISTROS CEZAR PELUSO, CÁRMEN LÚCIA E AYRES BRITTO, QUE DENEGAVAM A ORDEM, E O MINISTRO MARCO AURÉLIO (RELATOR), QUE A IMPLEMENTAVA EM MAIOR EXTENSÃO. NÃO VOTARAM OS MINISTROS ROBERTO BARROSO, TEORI ZAVASCKI E DIAS TOFFOLI POR SUCEDEREM, RESPECTIVAMENTE, AOS MINISTROS AYRES BRITTO, CEZAR PELUSO E SEPÚLVEDA PERTENCE. REDIGIRÁ O ACÓRDÃO O MINISTRO GILMAR MENDES. AUSENTES, NESTA ASSENTADA, OS MINISTROS GILMAR MENDES E LUIZ FUX, QUE PROFERIRAM VOTO EM ASSENTADAS ANTERIORES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 04.03.2015.",0,0,0,0,0,0,1,-1,1,1,1,-1,1,0,0,-1,-1,0,0,0,1
HC 126022 AgR,2015-02-26,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. AUSENTES, JUSTIFICADAMENTE, O MINISTRO DIAS TOFFOLI, PARTICIPANDO DO CONGRESSO INTERNACIONAL “DIÁLOGOS JUDICIALES EN EL SISTEMA INTERAMERICANO DE GARANTÍA DE LOS DERECHOS HUMANOS”, REALIZADO EM BARCELONA, ESPANHA, E, NESTE JULGAMENTO, OS MINISTROS GILMAR MENDES E LUIZ FUX. PLENÁRIO, 26.02.2015.",0,0,0,1,1,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 122694,2014-12-10,Não,,8,1,Principal,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, DENEGOU A ORDEM, VENCIDO O MINISTRO MARCO AURÉLIO. AUSENTE, JUSTIFICADAMENTE, O MINISTRO LUIZ FUX. FALARAM, PELO PACIENTE, O DR. GUSTAVO DE ALMEIDA RIBEIRO, DEFENSOR PÚBLICO FEDERAL, E, PELO MINISTÉRIO PÚBLICO FEDERAL, A DRA. ELA WIECKO VOLKMER DE CASTILHO, VICE-PROCURADORA-GERAL DA REPÚBLICA. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 10.12.2014.",0,0,0,1,1,0,1,1,0,1,1,-1,1,1,0,0,0,0,0,0,0
HC 110197 AgR,2014-11-19,Sim,,9,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 19.11.2014.",0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
HC 103803,2014-07-01,Sim,,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, DECLAROU INCIDENTER TANTUM A INCONSTITUCIONALIDADE DA EXPRESSÃO “OS AGENTES PÚBLICOS A ELE EQUIPARADOS”, CONTIDA NO ART. 77, X, “A”, DA CONSTITUIÇÃO DO ESTADO DE RORAIMA, E DENEGOU A ORDEM DE HABEAS CORPUS, PREJUDICADO O AGRAVO REGIMENTAL. VOTOU O PRESIDENTE. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO E, NESTE JULGAMENTO, OS MINISTROS JOAQUIM BARBOSA (PRESIDENTE) E DIAS TOFFOLI. FALARAM, PELO PACIENTE, O DR. PEDRO XAVIER COELHO SOBRINHO E, PELO MINISTÉRIO PÚBLICO FEDERAL, A DRA. ELA WIECKO VOLKMAR DE CASTILHO, VICE-PROCURADORA-GERAL DA REPÚBLICA. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI (VICE-PRESIDENTE). PLENÁRIO, 01.07.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 113198,2014-05-22,Sim,,11,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, RESOLVEU A QUESTÃO DE ORDEM NO SENTIDO DA PREJUDICIALIDADE. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTES, NESTE JULGAMENTO, OS MINISTROS MARCO AURÉLIO, LUIZ FUX E ROBERTO BARROSO, QUE PROFERIU VOTO EM ASSENTADA ANTERIOR PELO NÃO CONHECIMENTO DO HABEAS CORPUS. PLENÁRIO, 22.05.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 117091,2014-05-22,Não,Conferir voto do Relator: MARCO AURÉLIO,9,2,Principal,"O TRIBUNAL, POR MAIORIA, NÃO CONHECEU DO HABEAS CORPUS, VENCIDOS OS MINISTROS MARCO AURÉLIO (RELATOR) E RICARDO LEWANDOWSKI. REDIGIRÁ O ACÓRDÃO O MINISTRO ROBERTO BARROSO. AUSENTES, NESTE JULGAMENTO, OS MINISTROS JOAQUIM BARBOSA (PRESIDENTE), DIAS TOFFOLI E TEORI ZAVASCKI. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI (VICE-PRESIDENTE). PLENÁRIO, 22.05.2014.",0,0,0,1,1,0,1,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0
HC 119567,2014-05-22,Não,,6,5,Principal,"O TRIBUNAL, POR MAIORIA, INDEFERIU O HABEAS CORPUS E ENTENDEU RECEBIDA PELA CONSTITUIÇÃO DE 1988 A ALÍNEA “A” DO INCISO II DO ART. 88 DO CÓDIGO PENAL MILITAR E A ALÍNEA “A” DO INCISO II DO ART. 617 DO CÓDIGO PROCESSO PENAL MILITAR, VENCIDOS OS MINISTROS DIAS TOFFOLI (RELATOR), ROSA WEBER, GILMAR MENDES, CELSO DE MELLO E JOAQUIM BARBOSA (PRESIDENTE). CASSADA A LIMINAR CONCEDIDA. REDIGIRÁ O ACÓRDÃO O MINISTRO ROBERTO BARROSO. FALOU PELO PACIENTE O DR. ANTÔNIO EZEQUIEL INÁCIO BARBOSA, DEFENSOR PÚBLICO FEDERAL. PLENÁRIO, 22.05.2014.",0,0,0,-1,1,0,-1,1,1,1,-1,1,-1,1,-1,0,0,0,0,0,0
HC 119884 AgR,2014-04-30,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, MINISTRO JOAQUIM BARBOSA (PRESIDENTE), NEGOU PROVIMENTO AO AGRAVO REGIMENTAL. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO, O MINISTRO RICARDO LEWANDOWSKI, PARA PROFERIR CONFERÊNCIA E RECEBER HOMENAGEM NO XVII CONGRESSO NACIONAL DOS MAGISTRADOS DA JUSTIÇA DO TRABALHO - CONAMAT, EM GRAMADO, RIO GRANDE DO SUL, E A MINISTRA CÁRMEN LÚCIA, EM RAZÃO DOS PREPARATIVOS PARA O ENCONTRO DA COMISSÃO DE VENEZA, QUE OCORRERÁ NOS DIAS 5 E 6 DE MAIO EM OURO PRETO, MINAS GERAIS. AUSENTES, NESTE JULGAMENTO, OS MINISTROS MARCO AURÉLIO E ROBERTO BARROSO. PLENÁRIO, 30.04.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
HC 109430 AgR,2014-04-10,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, VENCIDO O MINISTRO MARCO AURÉLIO, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, NESTE JULGAMENTO, OS MINISTROS JOAQUIM BARBOSA (PRESIDENTE), RICARDO LEWANDOWSKI (VICE-PRESIDENTE) E ROBERTO BARROSO. PRESIDIU O JULGAMENTO O MINISTRO CELSO DE MELLO (ART. 37, I, DO RISTF). PLENÁRIO, 10.04.2014.",0,0,0,1,1,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,0
